Sponsor Submitted Date,Proposal State,Principal Investigator,Last Name,First Name,Lead Department,Proposal Title,Prime Sponsor,Proposal Requested Total Amt,CO PI Name
11/6/2020,Not Funded,Debra Gelinas,Gelinas,Debra,010 Provost & VP Academic Affairs,Data Literacy Skills for the 21st Century: Supporting Student Development Through Collaborative Partnerships,Association of Public & Land grant Universities,49980,Theresa Pardo
11/9/2020,Not Funded,Alexander Khmaladze,Khmaladze,Alexander,010 Physics,Real-time Apoptosome Dynamics in Methamphetamine Induced Cell Death,National Science Foundation,719883,
11/9/2020,Not Funded,Maksim Royzen,Royzen,Maksim,010 Chemistry,Development of anticancer drugs that are based on bio-orthogonal chemistry.,National Institutes of Health,1881649,
11/10/2020,Awarded,Tomoko Schaller,Schaller,Tomoko,Setup Business Group,Harm Reduction Re-entry Wrap Around Project: A Rigorous Evaluation,National Association of County and City Health Officials,9598,
11/10/2020,Not Funded,Benjamin Shaw,Shaw,Benjamin,Setup Business Group,Tracking Disparities Over Time in the Psychosocial and Mental Health Impacts of the COVID-19 Pandemic on New York State College Students: The Changing Lives Among SUNY Students (CLASS) Project,National Institute on Minority Health & Health Disparities,415340,Melissa Tracy : Tse-Chuan Yang : Kathleen Strully
11/10/2020,Not Funded,Charalampos Chelmis,Chelmis,Charalampos,010 Computer Science,HCC: Medium: Community-centered Mixed Methods Approach Towards Expanding Refugees' Job Search Opportunities,National Science Foundation,1193125,Wonhyung Lee : Daphney-Stavroula Zois : Lisa Baranik
11/10/2020,Not Funded,Lindsey Disney,Disney,Lindsey,010 School of Social Welfare,An exploratory study of racial perception in refugee communities and solidarity with Black Lives Matter,Russell Sage Foundation,30000,Wonhyung Lee
11/10/2020,Not Funded,Md Aynul Bari,Bari,Md Aynul,010 Envir & Sust Engr,IRES Track I: U.S.-Bangladesh collaboration to improve air quality: Application of low-cost sensor technologies and satellite remote sensing,National Science Foundation,299862,Scott Miller
11/10/2020,Not Funded,Zheng Yan,Yan,Zheng,010 Educational and Counseling Psychology,The weakest meets the strongest,National Science Foundation,397795,
11/11/2020,Not Funded,Luis Luna-Reyes,Luna-Reyes,Luis,010 Center for Policy Research,DISES: Understanding the dynamics of conservation agriculture in local food systems and its impacts on the environment  local markets and community resilience during and after COVID-19,National Science Foundation,1457304,Alexander Buyantuev : Eliot Rich
11/12/2020,Awarded,Melissa Tracy,Tracy,Melissa,010 Epidemiology & Biostatistics,Systems Science and the Dieting Paradox,National Institutes of Health,24366,
11/12/2020,Not Funded,Kaalak Reddy,Reddy,Kaalak,010 The RNA Institute,Functional consequences of ITPase deficiency to the transcriptome during development,National Institutes of Health,154500,
11/16/2020,Awarded,Bijan Dey,Dey,Bijan,010 The RNA Institute,N6-Methyladenosine RNA methylation in myogenesis,National Institutes of Health,424875,
11/16/2020,Awarded,Dustin Grogan,Grogan,Dustin,010 Atmospheric Sciences Research Center,Variability of African Easterly Waves and Their Interactions with Saharan Mineral Dust Aerosols,National Science Foundation,495031,Cheng-Hsuan Lu : Christopher Thorncroft
11/17/2020,Not Funded,Lauren Clemens,Clemens,Lauren,010 Anthropology,Doctoral Dissertation Research: The syntax and phonology of grammatical tone,National Science Foundation,21601,Lee Bickmore : Jamillah Rodriguez
11/17/2020,Not Funded,Paul Roundy,Roundy,Paul,010 Atmospheric and Environmental Sciences,Model Diagnostics of Uncoupled Low-Frequency Tropical Upper Tropospheric Wind Anomalies,NOAA Climate Program Office,390328,
11/18/2020,Awarded,John Berglund,Berglund,John,010 The RNA Institute,SAMRI RNA Institute proposal,Applied Materials,821247,
11/18/2020,Awarded,Mary VanUllen,VanUllen,Mary,010 University Library,Coordinated Collection Development Aid 2020-2021,NYS Education Department,24474,
11/18/2020,Not Funded,Christopher Thorncroft,Thorncroft,Christopher,010 Atmospheric Sciences Research Center,Assessment of Weather and Seasonality Impacts on SARS-CoV-2 Transmission: A Case Study of New York State and COVID-19,National Science Foundation,2499888,Kara Sulia : Laura Kramer
11/19/2020,Not Funded,James Boswell,Boswell,James,010 Psychology,A Virtual Marketplace for Matching Clients with Evidence-based Therapists for Telemedicine,National Science Foundation,38660,
11/20/2020,Not Funded,Peter Shea,Shea,Peter,010 Educational Theory & Practice,AI Institute: Adaptable Lifelong Learning Intelligent EcoSystems (ALLIES),National Science Foundation,1003867,
11/24/2020,Awarded,Edward Hannan,Hannan,Edward,Setup Business Group,The Impact of Hospital Characteristics Upon Coronary Revascularization Procedural Risk-adjusted Outcomes and Resource Utilization,Stony Brook University,39212,
11/24/2020,Not Funded,Cheng-Hsuan Lu,Lu,Cheng-Hsuan,010 Atmospheric Sciences Research Center,Community diagnostics framework for evaluating cloud and precipitation across scales,NOAA Climate Program Office,202269,Dustin Grogan
11/24/2020,Not Funded,Jia Sheng,Sheng,Jia,010 Chemistry,Chemical Modifications to Wobble Uridines in tRNA Regulate Responses to Stress,National Institutes of Health,2833194,
11/25/2020,Awarded,Yiming Ying,Ying,Yiming,010 Mathematics & Statistics,Collaborative Research: RI: Small: Robust Deep Learning with Big Imbalanced Data,National Science Foundation,233510,
11/25/2020,Not Funded,Md Aynul Bari,Bari,Md Aynul,010 Envir & Sust Engr,Impacts of COVID-19 pandemic on air quality and atmospheric composition in NYC,NOAA Climate Program Office,394360,Junhong Wang
11/30/2020,Not Funded,Sara Zahler,Zahler,Sara,010 Language/Literature & Culture,Testing the Phonological/Executive Memory Hypothesis: A longitudinal examination L2 Spanish gender knowledge and production,John Wiley and Sons Incorporated,10000,
11/30/2020,Not Funded,Shaghayegh Sahebi,Sahebi,Shaghayegh,010 Computer Science,AI Institute: Multi-Objective Career-Oriented Study Path Recommendations,National Science Foundation,1352554,
12/1/2020,Awarded,Yiming Ying,Ying,Yiming,010 Mathematics & Statistics,New Studies of Learning with Stochastic Convex Optimization,National Science Foundation,250050,
12/1/2020,Awarded,Yunlong Feng,Feng,Yunlong,010 Mathematics & Statistics,Collaborative Research: Mathematical Foundation of Learning with Information-Theoretic Criteria from Non-Gaussian Data,National Science Foundation,252421,Alex Valm
12/1/2020,Not Funded,Dina Refki,Refki,Dina,010 Center for Women in Government & Civil Society,Culturally and Linguistically Adapted Health Literacy Tool for COVID-19 Prevention,National Institutes of Health,683014,Jeanette Altarriba : Rukhsana Ahmed
12/2/2020,Not Funded,Benjamin Schweinhart,Schweinhart,Benjamin,010 Mathematics & Statistics,Topology of Random Structures,National Science Foundation,331507,
12/2/2020,Not Funded,Thomas Begley,Begley,Thomas,010 Biology,Epitranscriptomic control of selenoproteins & senescence,National Institutes of Health,74160,
12/3/2020,Awarded,Carmen Morano,Morano,Carmen,010 School of Social Welfare,Elder Abuse Helpline for Concerned Persons,NYS Office of Victim Services,10000.25,
12/3/2020,Awarded,Pinka Chatterji,Chatterji,Pinka,010 Economics,Effects of Medicaid expansions on infant health among Native Americans,National Institutes of Health,154500,Lawrence Schell : Kathleen Strully
12/4/2020,Not Funded,Alexander Ciota,Ciota,Alexander,010 Biomedical Science,Characterizing the role of the flaviviral replicase in host specific fitness,National Institutes of Health,87257,
12/4/2020,Not Funded,JoEllen Welsh,Welsh,JoEllen,010 Environmental Health Sciences,A rapid in vivo model for late stage and metastatic salivary gland cancer,Department of Defense (CDMRP),154500,Kara DeSantis
12/4/2020,Not Funded,Mustafa Aksoy,Aksoy,Mustafa,010 Electrical & Comp Engr,A Measurement System for Electrical Characterization of Planetary Samples,NASA Headquarters,199492,
12/4/2020,Not Funded,Unal Tatar,Tatar,Unal,010 Emergency Management,Cyber Supply Chain Risk Assessment: From Components to Products and Missions,Texas A&M AgriLife Research,60000,Victoria Kisekka : Benjamin Yankson
12/7/2020,Not Funded,Chinwe Ekenna,Ekenna,Chinwe,010 Computer Science,African Center on Genome Scale Metabolic Models (GSMMs) for Multiomic Analysis,National Institute of Allergy & Infectious Disease,524869,
12/7/2020,Not Funded,Eli Rosenberg,Rosenberg,Eli,010 Epidemiology & Biostatistics,HIV Studies Unit,Health Research Inc,163246,Tomoko Schaller
12/9/2020,Awarded,Edward Valachovic,Valachovic,Edward,010 Epidemiology & Biostatistics,Racial Disparities Associated with Maternal Exposure to Environmental Endocrine Disrupting Compounds in a Southeastern U.S. Community,National Institutes of Health,37030,
12/10/2020,Not Funded,Rabi Musah,Musah,Rabi,010 Chemistry,Atmospheric Fate of Plant-derived Organosulfur Compounds,National Science Foundation,604050,
12/14/2020,Not Funded,Yanna Liang,Liang,Yanna,010 Envir & Sust Engr,Prioritization of Emerging Organic Contaminants in Biosolids and Their Fate in Soil-Plant Systems during Biosolids Land Application,Environmental Protection Agency,359482,
12/15/2020,Awarded,Mary McCarthy,McCarthy,Mary,010 School of Social Welfare,Workforce Training Program 2021,Albany County Department for Children Youth and Families,40134,
12/15/2020,Awarded,Xiaobo Romeiko,Romeiko,Xiaobo,010 Environmental Health Sciences,SRS RN: Multiscale RECIPES (Resilient  Equitable  and Circular Innovations with Partnership and Education Synergies) for Sustainable Food Systems,National Science Foundation,457405,Beth Feingold : Christine Bozlak : Akiko Hosler
12/15/2020,Not Funded,Rixiang Huang,Huang,Rixiang,010 Envir & Sust Engr,BRASS - a tool for Biosolid Risk Assessment with Site-Specific information,Environmental Protection Agency,233252,
12/16/2020,Awarded,Christopher Thorncroft,Thorncroft,Christopher,010 Atmospheric Sciences Research Center,IUCRC Planning Grant University at Albany: Center for Weather Innovation and Smart Energy and Resilience (WISER),National Science Foundation,20000,Nicholas Bassill : Richard Perez : Jeffrey Freedman : Eric Stern
12/16/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Advanced Systems Training Resource System (IT01),Department of Health and Human Services,549300,
12/16/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Audit and Quality Improvement Training Initiatives (AQI01),Department of Health and Human Services,349185,
12/16/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Child Support Enforcement Training Initiatives (CSS01),Department of Health and Human Services,1207000,
12/16/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Conference and Regional Support (MGMTCRS),Department of Health and Human Services,1070144,
12/16/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Consolidated Systems Training Resource Project (TECH01),Department of Health and Human Services,2724191,
12/16/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Employment and Income Support Programs Training Resource System (EISP01),Department of Health and Human Services,2798672,
12/16/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Homeless Services Training Resource System (Upstate and Long Island) (HSTRS02),Department of Health and Human Services,453917,
12/16/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Training Resource System for Employment & Economic Supports & Administrative Hearings - NYC Harlem Training Center (HRA01),Department of Health and Human Services,1123881,
12/16/2020,Awarded,Jeannette Sutton,Sutton,Jeannette,010 Emergency Management,Eye-Tracking the Storm: Information Processing of  Visual Risk Communication,National Oceanic and Atmospheric Administration,225915,
12/16/2020,Awarded,Nicholas Bassill,Bassill,Nicholas,010 Atmospheric Sciences Research Center,Improving analysis and communication of extreme temperatures across the New York City metropolis using a dense network of in situ observations,National Oceanic and Atmospheric Administration,594105,Christopher Thorncroft : Eric Stern : Jeannette Sutton
12/16/2020,Not Funded,Scott Miller,Miller,Scott,010 Atmospheric Sciences Research Center,Advanced Coupling Evaluation Metrics in MET plus for UFS Land Surface Models,NOAA Climate Program Office,385731,Cheng-Hsuan Lu
12/18/2020,Award Notification Received,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,CONNECTIONS Training (CONN01),Department of Health and Human Services,1795275,
12/18/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Child Care Subsidy Training for LDSS Workers  Supervisors and Legally Exempt Caregiver Enrollment Agency Staff (DC06),Department of Health and Human Services,846000,
12/18/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Child Forensic Interviewing (CC31),Department of Health and Human Services,391600,
12/18/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Child Welfare Casework Documentation Training Program (CC04),Department of Health and Human Services,851500,
12/18/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,General Child Care Training/Educational Incentive Program/Career Enhancement (DC01),Department of Health and Human Services,9684000,
12/18/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Microcomputer Training for OCFS/CCRR Staff (SYS20),Department of Health and Human Services,700625,
12/18/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Proprietary Systems Training (SYS04),Department of Health and Human Services,1000000,
12/18/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Statewide Youth Services Training (RC01),Department of Health and Human Services,2116840,
12/18/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Targeted Training to Support LDSS Permanency Planning (CC33),Department of Health and Human Services,1920000,
12/18/2020,Awarded,Eugene Monaco,Monaco,Eugene,010 Professional Development Program,Working with Alcohol and Substance Affective Families (CC05),Department of Health and Human Services,156000,
12/18/2020,Not Funded,Kristie Saddler,Saddler,Kristie,010 Educational and Counseling Psychology,Inequities for students with disabilities in remote higher education: A global perspective,Charles G Koch Charitable Foundation,172616,Christine Smith
12/21/2020,Not Funded,Sean Rafferty,Rafferty,Sean,010 Anthropology,Schoharie Valley Archaeology Project,National Science Foundation,315253,Christopher Wolff
12/28/2020,Awarded,Sandra McGinnis,McGinnis,Sandra,010 Center for Human Services Research,HHMI Self Study,University at Albany,49920,Rose Greene
12/28/2020,Awarded,Victoria Rizzo,Rizzo,Victoria,010 School of Social Welfare,An initiative to expand social determinants of health assessment and case management for older adults,Mother Cabrini Health Foundation,108695,
